endocrine---endocrine	q-value: 0
ACVR2A---INHBA	0.000086
ITGA5---COL18A1	0.000080
MFGE8---PDGFRB	0.000079
LGALS3BP---ITGB1	0.000078
CD93---COL1A1	0.000078
TGFB3---ENG	0.000076
GCG---IDE	0.000075
CALR---LRP1	0.000071
SST---SSTR2	0.000070
CALR---ITGAV	0.000070
TTR---DDR1	0.000068
ITGB1---LAMC1	0.000061
ITGAV---CALR	0.000060
INHBA---ACVR1B	0.000057
COL3A1---ITGA2	0.000055
IDE---GCG	0.000053
ITGB1---COL7A1	0.000053
FGF2---ITGAV	0.000050
HLA-A---APLP2	0.000049
ITGB1---TNC	0.000047
MMP2---SDC2	0.000046
INS---IDE	0.000045
ITGB1---FN1	0.000044
FGF2---FGFR1	0.000043
BMP2---ENG	0.000042
IL24---NOTCH2	0.000041
EPHB2---MMP9	0.000040
ITGB1---COL5A2	0.000039
ITGA2---COL18A1	0.000039
COL3A1---DDR2	0.000038
INHBA---ACVR2A	0.000037
PDAP1---PDGFRB	0.000036
SDC2---MMP2	0.000036
FN1---ITGB1	0.000036
PDGFRB---PDAP1	0.000035
ITGB1---COL27A1	0.000035
PLAT---LRP1	0.000034
ITGB1---COL15A1	0.000033
VCAN---CD44	0.000033
TNFRSF14---MIF	0.000032
PSAP---LRP1	0.000032
IL1B---IL1R1	0.000031
COL7A1---ITGB1	0.000031
BAMBI---INHBA	0.000030
ITGB1---HSPG2	0.000029
NRP1---FGF2	0.000029
ENG---TGFB3	0.000028
FGF2---NRP1	0.000027
IGF1R---INS	0.000027
IDE---INS	0.000025
TIMP3---KDR	0.000025
ITGB1---THBS1	0.000025
ITGB1---FBLN1	0.000024
TNC---ITGA5	0.000024
GPC1---COL18A1	0.000022
IL1R1---IL1B	0.000022
ITGAV---MMP2	0.000021
CSF1R---CSF3	0.000020
IL6R---IL6	0.000019
INS---INSR	0.000019
ITGA1---COL18A1	0.000018
FGF2---SDC4	0.000018
CD44---FN1	0.000018
NGFR---TTR	0.000017
MMP9---EPHB2	0.000017
COL4A1---ITGA1	0.000016
DPP4---GCG	0.000015
COL1A1---ITGA10	0.000015
SDC4---FGF2	0.000015
LRP6---IGFBP4	0.000015
COL6A2---ITGA10	0.000015
EGFR---DCN	0.000014
RPSA---LAMB2	0.000013
AGER---TTR	0.000013
ITGA5---TNC	0.000012
INHBA---BAMBI	0.000011
ITGA10---COL1A1	0.000011
IL11---IL11RA	0.000011
DDR1---COL3A1	0.000011
COL27A1---ITGB1	0.000011
TGFB1---ENG	0.000010
ITGA10---COL3A1	0.000010
LAMB2---RPSA	0.000010
COL3A1---DDR1	0.000010
ITGAV---PLAUR	0.000010
VEGFA---EPHB2	0.000010
LRP1---CALR	0.000009
COL5A1---ITGB1	0.000008
TIMP2---ITGB1	0.000008
COL18A1---GPC1	0.000007
HSPG2---ITGB1	0.000006
ENG---TGFB1	0.000006
EPHB2---VEGFA	0.000006
MMP2---ITGAV	0.000006
COL5A2---ITGB1	0.000006
TNFRSF10D---MIF	0.000006
ITGAV---COL4A1	0.000006
CALR---ITGA3	0.000006
PLG---ITGB1	0.000006
LRP1---PSAP	0.000006
ITGA2---LAMC1	0.000005
ITGB1---COL5A1	0.000005
GPC1---APP	0.000005
IGFBP4---LRP6	0.000004
COL18A1---ITGA5	0.000004
ITGB3---FGF2	0.000003
F3---PLG	0.000003
ERBB2---HLA-A	0.000003
SDC2---TGFB1	0.000003
LRP1---APOE	0.000002
MIF---TNFRSF14	0.000002
LAMB1---ITGB1	0.000002
ITGB1---PLG	0.000001

